,Hotel,Link_hotel
133,Mashpi Lodge,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=3365184&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256051041&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkcDkkl1lltWrTjU9Bf8AK7G-7VvJdR66kUr3Z3bGHoxkN_F3nngOWMMZY8Q9FF_Q8g&adults=2&child_rm_ages=&inDay=25&outDay=26&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=17fce40133c66d258b7845c53a549edc4&ba_uid=8d755e05-075b-4f43-844b-e1fd445ce6a3
134,Angama Mara,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=8426025&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256051090&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkQg9069XeqNbe6ldW7kxuaG-WrmYGAokN9XDejYoFt_7bCtt9tdwYaTB8DQ1xBxAnQ&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=1ec4bebf57cce764f4345952451453c57&ba_uid=f511f598-7498-4147-b411-ea5ee0d48397
135,Grand Hotel Excelsior Vittoria,
136,Sumaq Machu Picchu Hotel,
137,Las Ventanas al Paraíso,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=270473&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256051276&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkSLNbEj9735J77JCI25lhlRnpluvgd56S5T763wZ_Gjj-50d8Yn1LJQvwjS1v2_MLQ&adults=2&child_rm_ages=&inDay=20&outDay=21&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=2&cs=169ea8bd28bf054fb5847c8ec559ddc2c&ba_uid=0d1df4a5-477e-48fa-9189-73e7d37b7a5f
138,Viceroy Chicago,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=12548391&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256051336&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkVw77z4uNTkKJM5sMwGLoDJgzSxqCGOTfnWdm2G79SJUxeiSbUdE_8FRkGQFASCGMA&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=2&cs=1a336eba46ccdebfae04cc267b3af7dbe&ba_uid=16b7fc73-0fc7-4435-99c8-479a7288b703
139,Singita Grumeti,
140,Four Seasons Bangkok,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=19729162&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256051451&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkYeaWtkx0sZ7mNKigsNWMdzEdmeXtMZUYp0uebcGqdvlWv_VLxE7zjJjQ8bc-phiGg&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=2&cs=102d4ae1f08e52454d138922bfd6e0bca&ba_uid=b83ba2ab-3c22-4492-90df-99034b13297c
141,The Lodge & Spa at Brush Creek Ranch,
142,St. Regis Florence,https://www.tripadvisor.com/Commerce?p=Marriott_BA&src=183961897&geo=191159&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=38059&bucket=934872&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=256051562&managed=false&capped=false&gosox=g3xMt9YCHBy3ZUg-YypssegjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZDoCagQE1KtnNoewpzBF2RakddTRlzq6rqTSPEBJMb6o&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=17c260ea5af80517f530da92b6bf4c602&ba_uid=83a33811-5910-4de7-b9f4-4a15f27b3951
143,Mandarin Oriental Paris,
144,Matetsi Victoria Falls,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=305401&from=Hotel_Review&area=&slot=3&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256051674&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkXoMEnnDraqxE2SA3nmq4610vDcBgXtxV-KsPc-CfgmvLU9xiQYzEuiBglCqeTrOIQ&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=3&cs=1ffe7f3203fda44c6e0e397f5573b4d5a&ba_uid=b10258a9-5ad8-436f-92d6-2314acc838ad
145,Round Hill Hotel and Villas,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=147496&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256051724&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkS116MNbyk_BzkvrNBZddyEHm8DYVhnKjuhN09eXihxupVomCBX23xGbV2-icJbLyw&adults=2&child_rm_ages=&inDay=20&outDay=21&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=2&cs=15c87a9c16221d0698b7cce5ec912168f&ba_uid=c8729c14-668e-4da1-9e69-bb17fc4d3ac6
146,Khwai River Lodge,
147,Soneva Jani,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=10517660&from=Hotel_Review&area=&slot=4&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256051839&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkcfefCrZzzjKvshvuxJS2Pay6R2xyhJz2UOQatOP2p7bghCsQhUContSVC3SxrmIJQ&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=4&cs=16a5eb6b83eeb61d94c7bb593431a84cc&ba_uid=717e27a1-961b-484b-a5b5-91a2d25e8f04
148,Inn of the Five Graces,
149,"Zadun, a Ritz-Carlton Reserve",https://www.tripadvisor.com/Commerce?p=Marriott_BA&src=207310639&geo=17783210&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=38059&bucket=934872&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=256051950&managed=false&capped=false&gosox=g3xMt9YCHBy3ZUg-YypssegjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZCyJuFfJL4edexFKtfPuo31cCZkUTRMb_ZXuUpaU3Cn8&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=14f774fd878be0845b8f0c7a3b6834ff3&ba_uid=2def8162-a156-4261-b355-f8c52b9aa0d5
150,Mfuwe Lodge,
151,InterContinental Bora Bora Resort & Thalasso Spa,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=596139&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256052082&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkclWCMBLVTmzOFkaBd1koZ2NhEzhLkd3AUAwFIWm7F-drqKorIzOYBsiBdOiF7ndBA&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=2&cs=1617657ced388ca04b368495aaea4d4c2&ba_uid=2a3a6160-d186-48cd-a2de-218ea6563022
152,Banyan Tree Cabo Marqués,https://www.tripadvisor.com/Commerce?p=BanyanTree_BA&src=207589994&geo=1682107&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=42258&bucket=959630&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=256052133&managed=false&capped=false&gosox=g3xMt9YCHBy3ZUg-YypssegjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZhy6GBy3pzuR2Gv_7A6mOrMR_zVql-RXJc9WNHFoEXVA&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=187d73ace3f0dd357857fad40222d7adf&ba_uid=7acf0f1d-0c84-464c-8b9b-ac679e0a7217
153,Ngala Safari Lodge,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=1440111&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256052182&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkSSzRnZgI1I1WOtyukobuWkJqYs9L_OFi4iL0W0lPpzQZHrhIt27su6LUSDNzLmzDQ&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=1dcd9473869f64183638e20faa46df626&ba_uid=36458ace-98aa-4c2f-ba09-88365d601ef8
154,Sasaab,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=1486627&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256052233&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkSnfWUYKqPHw-j2CvzTCOND7nwH1HcVrXGVZJN9BxKJyQZcY-vPVDbfi3A7O_5KHTw&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=15c54c7a3717d079a2c994f7f1a42367f&ba_uid=8988acec-aa7a-461d-870b-d51fc8f74b68
155,The Sukhothai Bangkok,
156,The Oberoi Grand,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=302191&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256052343&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkbCkd-TOepL1JlIIVY84GhXuGlSzm3iWdD9nzfniKCPZ02I9D7ziQOHvhN-kMOni2w&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=2&cs=1090f305dc69bcc4c7e67d7e0f1a3acf3&ba_uid=0d5a3b5a-f6f9-4503-a12f-92ff846dd9f5
157,Hôtel Plaza Athénée,
158,Mahekal Beach Resort,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=156853&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256052459&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkUnihHYlVsmdv9J_oYFSh1ViAyx2JduzmF-un_hc2nEJ6Zrv04QIgNU3XmQBoYYbfQ&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=179128fbf8d633d99be898f9db9b25ce3&ba_uid=cdee4295-405a-470f-a048-3a294726c83d
159,The Fullerton Hotel Singapore,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=306173&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256052505&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkWubpCJEhJG-DRKlMKvdzMrMtzofmvmweR9siqqvnlKS8YNJNlRi-HKp1NiqdAkKXA&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=2&cs=12021c0a7198a1295279d12e4b45b1349&ba_uid=4e72fbb4-d0a8-414b-9d82-95a80e6f7074
160,Casa Chameleon,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=12064041&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256052558&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkajHRnpWyFK9z3Dz8FLreDNt5iq1E19UJxe7tEoViS3k3meF4XyhTMRoyL8pBTcziA&adults=2&child_rm_ages=&inDay=27&outDay=28&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=2&cs=111eff2028863afc2bee6608ef691df6a&ba_uid=fc537ea6-c027-40e0-90b5-6f8e33a9c07a
161,Hôtel Crillon Le Brave,
162,Six Senses Laamu,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=2045398&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256052667&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkZVDxbJAMza-q8Gs_7Ff8fpy8QMi35jR3yJmX8oAZNoNjdwi2nOv-1vHCEqWKcSqFg&adults=2&child_rm_ages=&inDay=20&outDay=21&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=1fab8291b30c1800e237a37005409248c&ba_uid=ed0bdc44-960f-400e-bc59-296439585fb9
163,The Wickaninnish Inn,
164,Penha Longa Resort,https://www.tripadvisor.com/Commerce?p=Marriott_BA&src=183960743&geo=231483&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=38059&bucket=934872&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=256052775&managed=false&capped=false&gosox=g3xMt9YCHBy3ZUg-YypssegjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZNKK0MVMPmTqmg5-bQP2cVha1jrsF41IalhCQ9oYgvF4&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=1deac78ea737618c8f17f72ab96d6e293&ba_uid=8813e398-816e-4165-a5de-fda85773a18b
165,The St. Regis Bora Bora Resort,https://www.tripadvisor.com/Commerce?p=Marriott_BA&src=183963330&geo=597947&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=38059&bucket=934872&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=256052825&managed=false&capped=false&gosox=g3xMt9YCHBy3ZUg-YypssegjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZvs_DpUEvic-cJn4LZCCmKOXO59I8o5evKCQ00eZHZmQ&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=1619aef3cf6b19b744397c8c8488d2b57&ba_uid=523a77e8-c45a-4c04-bbea-11ca7e1d7d79
166,Lion Sands Game Reserve,
167,The Oyster Box,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=575368&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256052938&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkWd4wUYAYKTpmXKk4CoWs9ARaTq3j-GgHptwwuXZXLSE_P1dQ6oy0_WukRxBhI4QRg&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=1546cc31e2f55e09ac8c7014ad2e5cc9a&ba_uid=e7b9fcdd-e990-4f53-8478-514bedf2e338
168,The Stafford,
169,"Tambo del Inka, a Luxury Collection Resort & Spa",https://www.tripadvisor.com/Commerce?p=Marriott_BA&src=183959823&geo=598488&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=38059&bucket=934872&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=256053052&managed=false&capped=false&gosox=g3xMt9YCHBy3ZUg-YypssegjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZXhMAtKTXsfmIg4g9BInjYdZCRPhzLHcow4tYHu0La3s&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=1c2a2d6ff7b2c766bef75671af323accc&ba_uid=206a55c3-aed2-40f9-8d0e-f9cb3416c8ea
170,Cap Maison,
171,Tensing Pen,
172,Hôtel Le Toiny,
173,Rosewood Mayakoba,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=754465&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256053283&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkTwbPF2B0CHH8KP4X_2Gxmp2YnvPYGg7uQdcV_GcJRLO-64rXdjLixgXp_IuLKhYSA&adults=2&child_rm_ages=&inDay=22&outDay=23&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=2&cs=1865b901c6b1f96694e0d11d4eb23b850&ba_uid=f94f530b-ba65-45e8-a978-212ae49637ca
174,Canaves Oia Boutique Hotel,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=228905&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256053336&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkZVDxbJAMza-q8Gs_7Ff8frOwv4o9c7vF14WRuiX9a3eewNWV3yj2Tki-jfKRurwOg&adults=2&child_rm_ages=&inDay=1&outDay=2&rooms=1&inMonth=4&inYear=2023&outMonth=4&outYear=2023&def_d=true&bapid=2&cs=137b69567a6ea5dea30d0e47de19fdab3&ba_uid=ad0b1b57-079e-4083-8859-187181c777ff
175,Montage Los Cabos,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=13294609&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256053376&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkZSH_EzZwy5FUVRF-nLnudPfi6KbuEBGuMeRsonsUanACo9qCF2nGsEIiH1ND3iPaw&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=124f9221d22404a57c2d6b4ef7640af6b&ba_uid=42ed7001-fd68-4a2d-b84a-7f6b3ffc5de5
176,Badrutt's Palace Hotel,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=206213&from=Hotel_Review&area=&slot=3&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=256053422&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkXL7BwaA1kxHssZnF3EFUgVICPFVi7lfavo8KqRTfh3S9eslIHlOpisiBxCcgAl8aQ&adults=2&child_rm_ages=&inDay=20&outDay=21&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=3&cs=18fa168cd44b3e47f2db323e583671478&ba_uid=bbd32f29-303c-48ed-b1f3-022aeb56ea50
